date,nov_load,ev_load,cov_load,orig_data
2021-12-05,2802364512457643,175518697426521.9,64889681048341.82,TRUE
2021-12-06,2741790225104758.5,179238800780629.16,64007245348203.56,NA
2021-12-07,2746314311741906,182092970869921.22,63958644488005.23,TRUE
2021-12-08,2713250762872192.5,185527945962200.66,63519251981640.71,NA
2021-12-09,2691417649208170.5,190272584729036.53,63688102007219.516,TRUE
2021-12-10,2650008147137193,191855811459812.12,64398462219763.37,NA
2021-12-11,2640973959932921,191216681209784.9,64941639861603.25,TRUE
2021-12-12,2621706283258957.5,198763636705979.53,65469604364105.07,NA
2021-12-13,2655581675415995.5,213054588581762.75,66968427518964.69,TRUE
2021-12-14,2716100692966003,224332143713130.94,67938365676239.25,NA
2021-12-15,2668773525837255,226800463856064.34,67538801442898.22,TRUE
2021-12-16,2558242880170152.5,235238272383851.4,67052460586520.62,NA
2021-12-17,2512085098194866.5,250308393398379.7,67616390719524.305,TRUE
2021-12-18,2504026148204328.5,263167487879844.84,68690089084953.19,NA
2021-12-19,2481417073610764,274932099681698.9,69462396145428.57,TRUE
2021-12-20,2444257874414174,285602228803941.9,69933311900950.45,NA
2021-12-21,2391668625393849,294268960384206.6,70463046740421.19,TRUE
2021-12-22,2323649326549789.5,300932294422493.2,71051600663840.77,NA
2021-12-23,2266011451011674,307742481496268.25,71498996340997.86,TRUE
2021-12-24,2218754998779502.8,314699521605531.9,71805233771892.48,NA
2021-12-25,2200885877265025.2,325577638357618.06,75894440438668.67,TRUE
2021-12-26,2212404086468242,340376831752526.8,83766616341326.4,NA
2021-12-27,2219802336745820.5,358842737102749.1,88963413992187.4,TRUE
2021-12-28,2223080628097761,380975354408284.8,91484833391251.66,NA
2021-12-29,2214735117174132,396707192999416.94,94348363830170.625,NA
2021-12-30,2194765803974933.8,406038252876145.5,97554005308944.33,NA
2021-12-31,2147558370961195.2,408545629988588.44,99818155460329.22,NA
2022-01-01,2073112818132916.8,404229324336745.8,101140814284325.28,NA
2022-01-02,2003127608729320.2,399421072791797.3,102798112797122.25,NA
2022-01-03,1937602742750405.8,394120875353743.06,104790050998720.11,TRUE
2022-01-04,1887136199659811.2,399204507451889.44,106756885746474.31,NA
2022-01-05,1851727979457536.8,414671969086236.6,108698617040384.86,TRUE
2022-01-06,1798254215648512.5,417677841879142.8,109845836246610.23,NA
2022-01-07,1726714908232738.8,408222125830608.06,110198543365150.42,TRUE
